"Facility","Last Inspection Date","Score","Description","Address","City","Zip","Phone"
"506 E ACACIA AVE APTS",11/19/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","506 E ACACIA AVE","GLENDALE","91205","626-274-7331"
"918 E ACACIA AVE APTS",11/19/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","918 E ACACIA AVE","GLENDALE","91205","818-952-1920"
"431 E ACACIA AVE APTS",11/19/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","431 E ACACIA AVE","GLENDALE","91205",""
"1022 THOMPSON AVE APTS",08/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1022 THOMPSON AVE","GLENDALE","91201",""
"1026 THOMPSON AVE APTS",08/09/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","1026 THOMPSON AVE","GLENDALE","91201",""
"1063 RAYMOND AVE APTS",12/12/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1063 RAYMOND AVE","GLENDALE","91201","818-552-2273"
"121 N OLIVE ST APTS",12/13/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","121 N OLIVE ST","GLENDALE","91206","818-240-7612"
"335 ARDEN AVE APTS",08/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","335 ARDEN AVE","GLENDALE","91203",""
"610 PALM DR APTS",12/14/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","610 PALM DR","GLENDALE","91202",""
"449 W GARFIELD AVE APTS",12/19/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","449 W GARFIELD AVE","GLENDALE","91204",""
"202 N CEDAR ST APTS",12/20/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","202 N CEDAR ST","GLENDALE","91206","818-249-2210"
"317 W MILFORD ST APTS",07/16/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","317 W MILFORD ST","GLENDALE","91203",""
"410 E DRYDEN ST APTS",12/24/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","410 E DRYDEN ST","GLENDALE","91207","818-242-9377"
"1316 N COLUMBUS AVE APTS",12/20/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1316 N COLUMBUS AVE","GLENDALE","91202","818-500-0303"
"1401 E BROADWAY APTS",08/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1401 E BROADWAY","GLENDALE","91205",""
"537 E PALMER AVE APTS",01/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","537 E PALMER AVE","GLENDALE","91205",""
"1447 E BROADWAY APTS",08/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1447 E BROADWAY","GLENDALE","91205",""
"1515 E BROADWAY APTS",08/23/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1515 E BROADWAY","GLENDALE","91205",""
"1451 E BROADWAY APTS",08/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1451 E BROADWAY","GLENDALE","91205",""
"219 W ACACIA AVE APTS",02/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","219 W ACACIA AVE","GLENDALE","91204","818-249-1631"
"1106 BOYNTON ST APTS",01/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1106 BOYNTON ST","GLENDALE","91205",""
"332 N ISABEL ST APTS",09/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","332 N ISABEL ST","GLENDALE","91206",""
"1054 JUSTIN AVE APTS",01/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1054 JUSTIN AVE","GLENDALE","91201","818-548-0186"
"612 HAWTHORNE ST APTS",01/10/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","612 HAWTHORNE ST","GLENDALE","91204",""
"335 N ISABEL ST APTS",09/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","335 N ISABEL ST","GLENDALE","91206",""
"321 W MILFORD ST APTS",07/16/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","321 W MILFORD ST","GLENDALE","91203",""
"123 W ACACIA AVE APTS SWIMMING POOL",01/30/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","123 W ACACIA AVE","GLENDALE","91205","818-545-5656"
"2121 N VERDUGO RD APTS",01/30/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","2121 N VERDUGO RD","GLENDALE","91208","818-653-3030"
"317 WESTERN AVE APTS",02/01/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","317 WESTERN AVE","GLENDALE","91201","323-254-7939"
"408 WESTERN AVE APTS",02/01/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","408 WESTERN AVE","GLENDALE","91201","818-244-7627"
"THE CAPRI SWIMMING POOL",09/27/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","348 W CHEVY CHASE DR","GLENDALE","91204","818-549-1302"
"122 E CHESTNUT ST APTS",02/06/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","122 E CHESTNUT ST","GLENDALE","91205",""
"204 E CHESTNUT ST APTS",02/06/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","204 E CHESTNUT ST","GLENDALE","91205",""
"129 W CHEVY CHASE DR APTS",02/06/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","129 W CHEVY CHASE DR","GLENDALE","91204","714-639-2473"
"ONYX",02/06/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","313 W CALIFORNIA AVE","GLENDALE","91203",""
"ONYX - SWIMMING POOL",02/06/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","313 W CALIFORNIA AVE","GLENDALE","91203",""
"ONYX - SPA POOL",02/06/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","313 W CALIFORNIA AVE","GLENDALE","91203",""
"622 N ISABEL ST APTS",02/13/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","622 N ISABEL ST","GLENDALE","91206",""
"214 N BELMONT ST APTS",07/16/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","214 N BELMONT ST","GLENDALE","91206","818-246-7221"
"1354 CARLTON DR APTS",02/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1354 CARLTON DR","GLENDALE","91205",""
"1134 E LEXINGTON DR APTS",09/04/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1134 E LEXINGTON DR","GLENDALE","91206",""
"604 HAWTHORNE ST APTS",02/22/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","604 HAWTHORNE ST","GLENDALE","91204",""
"1240 E LEXINGTON DR APTS",02/25/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1240 E LEXINGTON DR","GLENDALE","91206","818-247-4967"
"314 LINCOLN AVE APTS",02/25/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","314 LINCOLN AVE","GLENDALE","91205",""
"TOTAL WOMAN GYM AND SPA",05/14/2019,,"PUBLIC SWIMMING POOL HIGH RISK 1","601 N BRAND AVE","GLENDALE","91203","818-552-2027"
"1635 LAKE ST APTS",02/26/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1635 LAKE ST","GLENDALE","91201","818-243-4569"
"411 NARANJA DR APTS",03/05/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","411 NARANJA DR","GLENDALE","91206","818-241-9879"
"331 MC HENRY RD APTS",03/05/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","331 MC HENRY RD","GLENDALE","91206","818-261-9683"
"PRINCESS LOUISE",03/20/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","720 N LOUISE ST","GLENDALE","91206","818-552-2630"
"511 S VERDUGO RD APTS",03/20/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","511 S VERDUGO RD","GLENDALE","91205",""
"124 N ADAMS ST APTS",09/05/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","124 N ADAMS ST","GLENDALE","91206","818-243-6763"
"1137 CAMPBELL ST APTS",03/26/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1137 CAMPBELL ST","GLENDALE","91207","818-247-4277"
"137 CARR DR APTS",03/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","137 CARR DR","GLENDALE","91205",""
"133 CARR DR APTS",03/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","133 CARR DR","GLENDALE","91205",""
"410 WESTERN AVE APTS",03/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","410 WESTERN AVE","GLENDALE","91201",""
"YWCA OF GLENDALE WOMEN'S SHELTER",06/04/2019,,"INTERIM HOUSING FACILITY (1-25) BEDS","0000 CONFIDENTIAL","GLENDALE","91206","818-242-4155"
"SITE A",04/03/2019,,"MULTIPLE FAMILY DWELLING (101 + ) UNITS","633 N CENTRAL AVE","GLENDALE","91203",""
"SITE A - SWIMMING POOL",04/03/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","633 N CENTRAL AVE","GLENDALE","91203",""
"SITE A - SPA",04/03/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","633 N CENTRAL AVE","GLENDALE","91203",""
"304 N PACIFIC AVE APTS",04/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","304 N PACIFIC AVE","GLENDALE","91203",""
"1422 E MAPLE ST APTS",04/04/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1422 E MAPLE ST","GLENDALE","91205",""
"462 RIVERDALE DR APTS",04/05/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","462 RIVERDALE DR","GLENDALE","91204","818-244-3694"
"1145 N CENTRAL AVE APTS",04/02/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1145 N CENTRAL AVE","GLENDALE","91202","818-242-3123"
"505 N CENTRAL AVE APTS",04/02/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","505 N CENTRAL AVE","GLENDALE","91203",""
"142 S ADAMS ST APTS",09/13/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","142 S ADAMS ST","GLENDALE","91205",""
"WINDSOR   TERRACE",04/12/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1437 E WINDSOR RD","GLENDALE","91205","916-791-5942"
"204 E MAPLE ST APTS",04/18/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","204 E MAPLE ST","GLENDALE","91205",""
"439 SALEM ST APTS",04/18/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","439 SALEM ST","GLENDALE","91203",""
"520 E LOMITA AVE APTS",04/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","520 E LOMITA AVE","GLENDALE","91205","818-248-0000"
"516 E LOMITA AVE APTS",04/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","516 E LOMITA AVE","GLENDALE","91205",""
"123 W ACACIA AVE APTS",04/19/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","123 W ACACIA AVE","GLENDALE","91205","818-545-5656"
"1110 N VERDUGO RD APTS SWIMMING POOL",04/23/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","1110 N VERDUGO RD","GLENDALE","91206","818-242-7774"
"1110 N VERDUGO RD APTS",04/23/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1110 N VERDUGO RD","GLENDALE","91206","818-242-7774"
"THE MARIANNE",09/20/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","427 W DRYDEN ST","GLENDALE","91202","818-507-7061"
"107 N COLUMBUS AVE APTS",04/23/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","107 N COLUMBUS AVE","GLENDALE","91203",""
"THE MARIANNE SWIMMING POOL",09/20/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","427 W DRYDEN ST","GLENDALE","91202","818-507-7061"
"1119 E ELK AVE APTS",04/18/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1119 E ELK AVE","GLENDALE","91205",""
"111 N LOUISE ST APTS",03/07/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","111 N LOUISE ST ","GLENDALE","91206","818-945-5572"
"601 E HARVARD ST APTS",03/22/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","601 E HARVARD ST","GLENDALE","91205",""
"VESTALIA APARTMENTS",05/02/2019,,"MULTIPLE FAMILY DWELLING (101 + ) UNITS","515 W BROADWAY AVE","GLENDALE","91204","818-945-9040"
"VESTALIA APARTMENTS - SPA",05/02/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","515 W BROADWAY AVE","GLENDALE","91204","818-945-9040"
"LOUISE ROYALE",05/02/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","420 N LOUISE ST","GLENDALE","91206","818-242-6666"
"VESTALIA APARTMENTS - POOL",05/02/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","515 W BROADWAY AVE","GLENDALE","91204","818-945-9040"
"1125 E HARVARD ST APTS",05/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1125 E HARVARD ST","GLENDALE","91205",""
"334 W DORAN ST APTS",09/13/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","334 W DORAN ST","GLENDALE","91203",""
"SHERWOOD WEST",07/31/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1110 E DORAN ST","GLENDALE","91206",""
"116 S JACKSON ST APTS",05/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","116 S JACKSON ST","GLENDALE","91205",""
"1038 ALLEN AVE APTS",08/02/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","1038 ALLEN AVE","GLENDALE","91201","818-244-3653"
"1165 ALAMEDA AVE APTS",07/31/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1165 ALAMEDA AVE","GLENDALE","91201",""
"DRYDEN TERRACE",05/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","330 E DRYDEN ST","GLENDALE","91207",""
"1055 ALLEN AVE APTS",08/23/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1055 ALLEN AVE","GLENDALE","91201","818-899-5095"
"1046 GROVER AVE APTS",05/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1046 GROVER AVE","GLENDALE","91201",""
"1157 ALAMEDA AVE APTS",07/30/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1157 ALAMEDA AVE","GLENDALE","91201","818-848-7496"
"120 S JACKSON ST APTS",05/14/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","120 S JACKSON ST","GLENDALE","91205",""
"CLASSIC FAMILY SPA",05/16/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","125 W LOS FELIZ RD","GLENDALE","91204","818-956-0888"
"CLASSIC FAMILY SPA",05/16/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","125 W LOS FELIZ RD","GLENDALE","91204","818-956-0888"
"1165 THOMPSON AVE APTS",05/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1165 THOMPSON AVE","GLENDALE","91201","818-265-1104"
"516 N CONCORD ST APTS",05/10/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","516 N CONCORD ST","GLENDALE","91203",""
"612 E WINDSOR RD APTS",05/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","612 E WINDSOR RD","GLENDALE","91205",""
"512 GRISWOLD ST APTS",05/20/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","512 GRISWOLD ST","GLENDALE","91205",""
"515 RUBERTA AVE APTS",05/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","515 RUBERTA AVE","GLENDALE","91201","818-247-0274"
"1227 E HARVARD ST APTS",05/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1227 E HARVARD ST","GLENDALE","91205",""
"1549 RIVERSIDE DR APTS",05/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1549 RIVERSIDE DR","GLENDALE","91201",""
"444 W WINDSOR RD APTS",05/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","444 W WINDSOR RD","GLENDALE","91204","213-624-6339"
"448 W WINDSOR RD APTS",05/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","448 W WINDSOR RD","GLENDALE","91204",""
"1013 E ELK AVE APTS",05/22/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1013 E ELK AVE","GLENDALE","91205",""
"THE CAPRI",09/27/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","348 W CHEVY CHASE DR","GLENDALE","91204","818-549-1302"
"1018 THOMPSON AVE APTS",08/09/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1018 THOMPSON AVE","GLENDALE","91201",""
"2076 VALDERAS DR APTS",05/23/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","2076 VALDERAS DR","GLENDALE","91208","818-240-1100"
"1443 E MAPLE ST APTS",05/24/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1443 E MAPLE ST","GLENDALE","91205",""
"111 N LOUISE ST APTS - SWIMMING POOL",08/20/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","111 N LOUISE ST ","GLENDALE","91206","818-945-5572"
"111 N LOUISE ST APTS - SPA",08/20/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","111 N LOUISE ST ","GLENDALE","91206","818-945-5572"
"1260 MARIPOSA ST APTS",06/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1260 MARIPOSA ST","GLENDALE","91205",""
"415 FISCHER ST APTS",08/20/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","415 FISCHER ST","GLENDALE","91205",""
"1853 ALPHA RD APTS",06/06/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1853 ALPHA RD","GLENDALE","91208","562-925-5430"
"ROYAL WINDSOR",06/07/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","712 E WINDSOR RD","GLENDALE","91205",""
"THE EMPRESS LOUISE",06/06/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","950 N LOUISE ST","GLENDALE","91207","818-484-7285"
"321 W DORAN ST APTS",06/05/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","321 W DORAN ST","GLENDALE","91203",""
"THE LOUISIANNE",06/11/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1416 N BRAND BLVD","GLENDALE","91202","818-507-5615"
"1123 E ELK AVE APTS",05/10/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1123 E ELK AVE","GLENDALE","91205",""
"400 W WILSON AVE APTS",06/12/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","400 W WILSON AVE","GLENDALE","91203",""
"357 W WILSON AVE APTS",06/12/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","357 W WILSON AVE","GLENDALE","91203",""
"1140 E GARFIELD AVE APTS",09/24/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","1140 E GARFIELD AVE","GLENDALE","91205","818-254-3966"
"237 THOMPSON AVE APTS",08/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","237 THOMPSON AVE","GLENDALE","91201",""
"1111 E LEXINGTON DR APTS SWIMMING POOL",07/30/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","1111 E LEXINGTON DR","GLENDALE","91206","818-240-9486"
"714 E ACACIA AVE APTS",06/24/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","714 E ACACIA AVE","GLENDALE","91205","818-545-7260"
"1232 ORANGE GROVE AVE APTS",06/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1232 ORANGE GROVE AVE","GLENDALE","91205",""
"1111 E LEXINGTON DR APTS",07/30/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1111 E LEXINGTON DR","GLENDALE","91206","818-240-9486"
"1113 E ACACIA AVE APTS",06/24/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1113 E ACACIA AVE","GLENDALE","91205",""
"THE GRIFFITH - SWIMMING POOL",06/25/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","435 W LOS FELIZ RD","GLENDALE","91204","714-418-4748"
"THE GRIFFITH - SPA",06/25/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","435 W LOS FELIZ RD","GLENDALE","91204","714-418-4748"
"THE GRIFFITH",06/25/2019,,"MULTIPLE FAMILY DWELLING (101 + ) UNITS","435 W LOS FELIZ RD","GLENDALE","91204","714-418-4748"
"357 W BROADWAY APTS",06/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","357 W BROADWAY","GLENDALE","91204",""
"618 E CHESTNUT ST APTS",06/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","618 E CHESTNUT ST","GLENDALE","91205",""
"337 W ELK AVE APTS",06/21/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","337 W ELK AVE","GLENDALE","91204","818-243-2764"
"824 E WINDSOR RD APTS",06/26/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","824 E WINDSOR RD","GLENDALE","91205","818-244-5834"
"919 E WINDSOR RD APTS",06/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","919 E WINDSOR RD","GLENDALE","91205",""
"824 S GLENDALE AVE APTS",06/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","824 S GLENDALE AVE","GLENDALE","91205",""
"1109 MELROSE AVE APTS",06/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1109 MELROSE AVE","GLENDALE","91202","818-242-6239"
"701 ORANGE GROVE AVE APTS",06/26/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","701 ORANGE GROVE AVE","GLENDALE","91205",""
"1120 E ELK AVE APTS",06/27/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1120 E ELK AVE","GLENDALE","91205",""
"518 GRISWOLD ST APTS",06/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","518 GRISWOLD ST","GLENDALE","91205",""
"801 E PALMER AVE APTS SWIMMING POOL",07/02/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","801 E PALMER AVE","GLENDALE","91205","818-591-1386"
"WINDSOR VISTA SWIMMING POOL",07/02/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","1521 E WINDSOR RD","GLENDALE","91205",""
"801 E PALMER AVE APTS",07/02/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","801 E PALMER AVE","GLENDALE","91205","818-591-1386"
"WINDSOR VISTA",07/02/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","1521 E WINDSOR RD","GLENDALE","91205",""
"911 E LOMITA AVE APTS",07/03/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","911 E LOMITA AVE","GLENDALE","91205",""
"JEWEL CITY INN GLENDALE",07/16/2019,,"HOTEL (11-20) ROOMS","1012 WINCHESTER AVE","GLENDALE","91201-2111","818-244-0788"
"NEXT ON LEX APTS",08/06/2019,,"MULTIPLE FAMILY DWELLING (101 + ) UNITS","275 W LEXINGTON DR","GLENDALE","91203","818-740-1924"
"NEXT ON LEX APTS -SWIMMING POOL",08/06/2019,,"PUBLIC SWIMMING POOL LOW RISK 1","275 W LEXINGTON DR","GLENDALE","91203","818-740-1924"
"NEXT ON LEX APTS -SPA #2",08/06/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","275 W LEXINGTON DR","GLENDALE","91203","818-740-1924"
"NEXT ON LEX APTS -SPA #1",08/06/2019,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","275 W LEXINGTON DR","GLENDALE","91203","818-740-1924"
"329 W LEXINGTON DR APTS",08/06/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","329 W LEXINGTON DR","GLENDALE","91203",""
"312 N BELMONT ST APTS",08/13/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","312 N BELMONT ST","GLENDALE","91206","818-241-1209"
"415 E LEXINGTON DR APTS",08/20/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","415 E LEXINGTON DR","GLENDALE","91206","818-246-7801"
"138 N EVERETT ST APTS",08/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","138 N EVERETT ST","GLENDALE","91206","310-540-0154"
"CALIFORNIA GARDEN APTS",08/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1145 E CALIFORNIA AVE","GLENDALE","91206","818-591-1326"
"1303 N BRAND BLVD APTS",08/30/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","1303 N BRAND BLVD","GLENDALE","91202","818-541-0222"
"544 W CALIFORNIA AVE APTS",09/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","544 W CALIFORNIA AVE","GLENDALE","91203",""
"TILBURY INN",09/19/2019,,"HOTEL (11-20) ROOMS","306 LAFAYETTE ST","GLENDALE","91205","818-244-0808"
"615 W CALIFORNIA AVE APTS",09/23/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","615 W CALIFORNIA AVE","GLENDALE","91203","818-798-5783"
"LOS FELIZ GARDENS",09/19/2019,,"BOARDING HOME (16-50) PERSONS","205 E LOS FELIZ RD","GLENDALE","91205-3118","818-241-2273"
"ALPHA TERRACE GARDENS SPA POOL",09/14/2018,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","1905 ALPHA RD ","GLENDALE","91208","818-542-6850"
"BARCELONA MANOR SPA POOL",09/28/2018,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","1146 E LEXINGTON DR ","GLENDALE","91206",""
"582 PALM DR                    SWIMMING POOL",11/27/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","582 PALM DR ","GLENDALE","91202",""
"330 N HOWARD ST HOA SWIMMING POOL",09/04/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","330 N HOWARD ST ","GLENDALE","91206","626-795-3282"
"608 HAWTHORNE ST HOA",01/10/2019,,"CONDO (5-10) UNITS","608 HAWTHORNE ST ","GLENDALE","91204",""
"927 W GLENOAKS BLVD APTS",08/27/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","927 W GLENOAKS BLVD ","GLENDALE","91202","818-557-0001"
"COLUMBUS TERRACE",06/24/2019,,"CONDO (51-100) UNITS","1339 N COLUMBUS AVE ","GLENDALE","91202",""
"ALPHA TERRACE GARDENS SWIMMING POOL",09/14/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","1905 ALPHA RD ","GLENDALE","91208","818-542-6850"
"1328 N COLUMBUS AVE HOA",12/20/2018,,"CONDO (11-20) UNITS","1328 N COLUMBUS AVE ","GLENDALE","91202",""
"321 MAPLE APTS",04/02/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","321 E MAPLE ST","GLENDALE","91205",""
"CENTRAL PARK NORTH HOA",07/03/2018,,"CONDO (5-10) UNITS","1422 N CENTRAL AVE APT #6","GLENDALE","91202",""
"KENWOOD PLACE HOMEOWNERS ASS SPA POOL",10/09/2018,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","620 N KENWOOD ST ","GLENDALE","91206",""
"OAK PARK SPA POOL",10/02/2018,,"PUBLIC SWIMMING POOL LOW RISK ADDITIONAL","424 OAK ST","GLENDALE","91204",""
"OAK PARK",10/02/2018,,"CONDO (51-100) UNITS","424 OAK ST","GLENDALE","91204",""
"ALPHA TERRACE GARDENS",09/14/2018,,"CONDO (101 + ) UNITS","1905 ALPHA RD ","GLENDALE","91208","818-542-6850"
